Date;Close
3.10.2005;1226.699951
4.10.2005;1214.469971
5.10.2005;1196.390015
6.10.2005;1191.489990
7.10.2005;1195.900024
10.10.2005;1187.329956
11.10.2005;1184.869995
12.10.2005;1177.680054
13.10.2005;1176.839966
14.10.2005;1186.569946
17.10.2005;1190.099976
18.10.2005;1178.140015
19.10.2005;1195.760010
20.10.2005;1177.800049
21.10.2005;1179.589966
24.10.2005;1199.380005
25.10.2005;1196.540039
26.10.2005;1191.380005
27.10.2005;1178.900024
28.10.2005;1198.410034
31.10.2005;1207.010010
1.11.2005;1202.760010
2.11.2005;1214.760010
3.11.2005;1219.939941
4.11.2005;1220.140015
7.11.2005;1222.810059
8.11.2005;1218.589966
9.11.2005;1220.650024
10.11.2005;1230.959961
11.11.2005;1234.719971
14.11.2005;1233.760010
15.11.2005;1229.010010
16.11.2005;1231.209961
17.11.2005;1242.800049
18.11.2005;1248.270020
21.11.2005;1254.849976
22.11.2005;1261.229980
23.11.2005;1265.609985
25.11.2005;1268.250000
28.11.2005;1257.459961
29.11.2005;1257.479980
30.11.2005;1249.479980
1.12.2005;1264.670044
2.12.2005;1265.079956
5.12.2005;1262.089966
6.12.2005;1263.699951
7.12.2005;1257.369995
8.12.2005;1255.839966
9.12.2005;1259.369995
12.12.2005;1260.430054
13.12.2005;1267.430054
14.12.2005;1272.739990
15.12.2005;1270.939941
16.12.2005;1267.319946
19.12.2005;1259.920044
20.12.2005;1259.619995
21.12.2005;1262.790039
22.12.2005;1268.119995
23.12.2005;1268.660034
27.12.2005;1256.540039
28.12.2005;1258.170044
29.12.2005;1254.420044
30.12.2005;1248.290039
3.01.2006;1268.800049
4.01.2006;1273.459961
5.01.2006;1273.479980
6.01.2006;1285.449951
9.01.2006;1290.150024
10.01.2006;1289.689941
11.01.2006;1294.180054
12.01.2006;1286.060059
13.01.2006;1287.609985
17.01.2006;1282.930054
18.01.2006;1277.930054
19.01.2006;1285.040039
20.01.2006;1261.489990
23.01.2006;1263.819946
24.01.2006;1266.859985
25.01.2006;1264.680054
26.01.2006;1273.829956
27.01.2006;1283.719971
30.01.2006;1285.189941
31.01.2006;1280.079956
1.02.2006;1282.459961
2.02.2006;1270.839966
3.02.2006;1264.030029
6.02.2006;1265.020020
7.02.2006;1254.780029
8.02.2006;1265.650024
9.02.2006;1263.780029
10.02.2006;1266.989990
13.02.2006;1262.859985
14.02.2006;1275.530029
15.02.2006;1280.000000
16.02.2006;1289.380005
17.02.2006;1287.239990
21.02.2006;1283.030029
22.02.2006;1292.670044
23.02.2006;1287.790039
24.02.2006;1289.430054
27.02.2006;1294.119995
28.02.2006;1280.660034
1.03.2006;1291.239990
2.03.2006;1289.140015
3.03.2006;1287.229980
6.03.2006;1278.260010
7.03.2006;1275.880005
8.03.2006;1278.469971
9.03.2006;1272.229980
10.03.2006;1281.420044
13.03.2006;1284.130005
14.03.2006;1297.479980
15.03.2006;1303.020020
16.03.2006;1305.329956
17.03.2006;1307.250000
20.03.2006;1305.079956
21.03.2006;1297.229980
22.03.2006;1305.040039
23.03.2006;1301.670044
24.03.2006;1302.949951
27.03.2006;1301.609985
28.03.2006;1293.229980
29.03.2006;1302.890015
30.03.2006;1300.250000
31.03.2006;1294.869995
3.04.2006;1297.810059
4.04.2006;1305.930054
5.04.2006;1311.560059
6.04.2006;1309.040039
7.04.2006;1295.500000
10.04.2006;1296.619995
11.04.2006;1286.569946
12.04.2006;1288.119995
13.04.2006;1289.119995
17.04.2006;1285.329956
18.04.2006;1307.280029
19.04.2006;1309.930054
20.04.2006;1311.459961
21.04.2006;1311.280029
24.04.2006;1308.109985
25.04.2006;1301.739990
26.04.2006;1305.410034
27.04.2006;1309.719971
28.04.2006;1310.609985
1.05.2006;1305.189941
2.05.2006;1313.209961
3.05.2006;1308.119995
4.05.2006;1312.250000
5.05.2006;1325.760010
8.05.2006;1324.660034
9.05.2006;1325.140015
10.05.2006;1322.849976
11.05.2006;1305.920044
12.05.2006;1291.239990
15.05.2006;1294.500000
16.05.2006;1292.079956
17.05.2006;1270.319946
18.05.2006;1261.810059
19.05.2006;1267.030029
22.05.2006;1262.069946
23.05.2006;1256.579956
24.05.2006;1258.569946
25.05.2006;1272.880005
26.05.2006;1280.160034
30.05.2006;1259.869995
31.05.2006;1270.089966
1.06.2006;1285.709961
2.06.2006;1288.219971
5.06.2006;1265.290039
6.06.2006;1263.849976
7.06.2006;1256.150024
8.06.2006;1257.930054
9.06.2006;1252.300049
12.06.2006;1237.439941
13.06.2006;1223.689941
14.06.2006;1230.040039
15.06.2006;1256.160034
16.06.2006;1251.540039
19.06.2006;1240.130005
20.06.2006;1240.119995
21.06.2006;1252.199951
22.06.2006;1245.599976
23.06.2006;1244.500000
26.06.2006;1250.560059
27.06.2006;1239.199951
28.06.2006;1246.000000
29.06.2006;1272.869995
30.06.2006;1270.199951
3.07.2006;1280.189941
5.07.2006;1270.910034
6.07.2006;1274.079956
7.07.2006;1265.479980
10.07.2006;1267.339966
11.07.2006;1272.430054
12.07.2006;1258.599976
13.07.2006;1242.280029
14.07.2006;1236.199951
17.07.2006;1234.489990
18.07.2006;1236.859985
19.07.2006;1259.810059
20.07.2006;1249.130005
21.07.2006;1240.290039
24.07.2006;1260.910034
25.07.2006;1268.880005
26.07.2006;1268.400024
27.07.2006;1263.199951
28.07.2006;1278.550049
31.07.2006;1276.660034
1.08.2006;1270.920044
2.08.2006;1277.410034
3.08.2006;1280.270020
4.08.2006;1279.359985
7.08.2006;1275.770020
8.08.2006;1271.479980
9.08.2006;1265.949951
10.08.2006;1271.810059
11.08.2006;1266.739990
14.08.2006;1268.209961
15.08.2006;1285.579956
16.08.2006;1295.430054
17.08.2006;1297.479980
18.08.2006;1302.300049
21.08.2006;1297.520020
22.08.2006;1298.819946
23.08.2006;1292.989990
24.08.2006;1296.060059
25.08.2006;1295.089966
28.08.2006;1301.780029
29.08.2006;1304.280029
30.08.2006;1305.369995
31.08.2006;1303.819946
1.09.2006;1311.010010
5.09.2006;1313.250000
6.09.2006;1300.260010
7.09.2006;1294.020020
8.09.2006;1298.920044
11.09.2006;1299.540039
12.09.2006;1313.000000
13.09.2006;1318.069946
14.09.2006;1316.280029
15.09.2006;1319.660034
18.09.2006;1321.180054
19.09.2006;1317.640015
20.09.2006;1325.180054
21.09.2006;1318.030029
22.09.2006;1314.780029
25.09.2006;1326.369995
26.09.2006;1336.349976
27.09.2006;1336.589966
28.09.2006;1338.880005
29.09.2006;1335.849976
2.10.2006;1331.319946
3.10.2006;1334.109985
4.10.2006;1350.199951
5.10.2006;1353.219971
6.10.2006;1349.589966
9.10.2006;1350.660034
10.10.2006;1353.420044
11.10.2006;1349.949951
12.10.2006;1362.829956
13.10.2006;1365.619995
16.10.2006;1369.060059
17.10.2006;1364.050049
18.10.2006;1365.800049
19.10.2006;1366.959961
20.10.2006;1368.599976
23.10.2006;1377.020020
24.10.2006;1377.380005
25.10.2006;1382.219971
26.10.2006;1389.079956
27.10.2006;1377.339966
30.10.2006;1377.930054
31.10.2006;1377.939941
1.11.2006;1367.810059
2.11.2006;1367.339966
3.11.2006;1364.300049
6.11.2006;1379.780029
7.11.2006;1382.839966
8.11.2006;1385.719971
9.11.2006;1378.329956
10.11.2006;1380.900024
13.11.2006;1384.420044
14.11.2006;1393.219971
15.11.2006;1396.569946
16.11.2006;1399.760010
17.11.2006;1401.199951
20.11.2006;1400.500000
21.11.2006;1402.810059
22.11.2006;1406.089966
24.11.2006;1400.949951
27.11.2006;1381.959961
28.11.2006;1386.719971
29.11.2006;1399.479980
30.11.2006;1400.630005
1.12.2006;1396.709961
4.12.2006;1409.119995
5.12.2006;1414.760010
6.12.2006;1412.900024
7.12.2006;1407.290039
8.12.2006;1409.839966
11.12.2006;1413.040039
12.12.2006;1411.560059
13.12.2006;1413.209961
14.12.2006;1425.489990
15.12.2006;1427.089966
18.12.2006;1422.479980
19.12.2006;1425.550049
20.12.2006;1423.530029
21.12.2006;1418.300049
22.12.2006;1410.760010
26.12.2006;1416.900024
27.12.2006;1426.839966
28.12.2006;1424.729980
29.12.2006;1418.300049
3.01.2007;1416.599976
4.01.2007;1418.339966
5.01.2007;1409.709961
8.01.2007;1412.839966
9.01.2007;1412.109985
10.01.2007;1414.849976
11.01.2007;1423.819946
12.01.2007;1430.729980
16.01.2007;1431.900024
17.01.2007;1430.619995
18.01.2007;1426.369995
19.01.2007;1430.500000
22.01.2007;1422.949951
23.01.2007;1427.989990
24.01.2007;1440.130005
25.01.2007;1423.900024
26.01.2007;1422.180054
29.01.2007;1420.619995
30.01.2007;1428.819946
31.01.2007;1438.239990
1.02.2007;1445.939941
2.02.2007;1448.390015
5.02.2007;1446.989990
6.02.2007;1448.000000
7.02.2007;1450.020020
8.02.2007;1448.310059
9.02.2007;1438.060059
12.02.2007;1433.369995
13.02.2007;1444.260010
14.02.2007;1455.300049
15.02.2007;1456.810059
16.02.2007;1455.540039
20.02.2007;1459.680054
21.02.2007;1457.630005
22.02.2007;1456.380005
23.02.2007;1451.189941
26.02.2007;1449.369995
27.02.2007;1399.040039
28.02.2007;1406.819946
1.03.2007;1403.170044
2.03.2007;1387.170044
5.03.2007;1374.119995
6.03.2007;1395.410034
7.03.2007;1391.969971
8.03.2007;1401.890015
9.03.2007;1402.839966
12.03.2007;1406.599976
13.03.2007;1377.949951
14.03.2007;1387.170044
15.03.2007;1392.280029
16.03.2007;1386.949951
19.03.2007;1402.060059
20.03.2007;1410.939941
21.03.2007;1435.040039
22.03.2007;1434.540039
23.03.2007;1436.109985
26.03.2007;1437.500000
27.03.2007;1428.609985
28.03.2007;1417.229980
29.03.2007;1422.530029
30.03.2007;1420.859985
2.04.2007;1424.550049
3.04.2007;1437.770020
4.04.2007;1439.369995
5.04.2007;1443.760010
9.04.2007;1444.609985
10.04.2007;1448.390015
11.04.2007;1438.869995
12.04.2007;1447.800049
13.04.2007;1452.849976
16.04.2007;1468.329956
17.04.2007;1471.479980
18.04.2007;1472.500000
19.04.2007;1470.729980
20.04.2007;1484.349976
23.04.2007;1480.930054
24.04.2007;1480.410034
25.04.2007;1495.420044
26.04.2007;1494.250000
27.04.2007;1494.069946
30.04.2007;1482.369995
1.05.2007;1486.300049
2.05.2007;1495.920044
3.05.2007;1502.390015
4.05.2007;1505.619995
7.05.2007;1509.479980
8.05.2007;1507.719971
9.05.2007;1512.579956
10.05.2007;1491.469971
11.05.2007;1505.849976
14.05.2007;1503.150024
15.05.2007;1501.189941
16.05.2007;1514.140015
17.05.2007;1512.750000
18.05.2007;1522.750000
21.05.2007;1525.099976
22.05.2007;1524.119995
23.05.2007;1522.280029
24.05.2007;1507.510010
25.05.2007;1515.729980
29.05.2007;1518.109985
30.05.2007;1530.229980
31.05.2007;1530.619995
1.06.2007;1536.339966
4.06.2007;1539.180054
5.06.2007;1530.949951
6.06.2007;1517.380005
7.06.2007;1490.719971
8.06.2007;1507.670044
11.06.2007;1509.119995
12.06.2007;1493.000000
13.06.2007;1515.670044
14.06.2007;1522.969971
15.06.2007;1532.910034
18.06.2007;1531.050049
19.06.2007;1533.699951
20.06.2007;1512.839966
21.06.2007;1522.189941
22.06.2007;1502.560059
25.06.2007;1497.739990
26.06.2007;1492.890015
27.06.2007;1506.339966
28.06.2007;1505.709961
29.06.2007;1503.349976
2.07.2007;1519.430054
3.07.2007;1524.869995
5.07.2007;1525.400024
6.07.2007;1530.439941
9.07.2007;1531.849976
10.07.2007;1510.119995
11.07.2007;1518.760010
12.07.2007;1547.699951
13.07.2007;1552.500000
16.07.2007;1549.520020
17.07.2007;1549.369995
18.07.2007;1546.170044
19.07.2007;1553.079956
20.07.2007;1534.099976
23.07.2007;1541.569946
24.07.2007;1511.040039
25.07.2007;1518.089966
26.07.2007;1482.660034
27.07.2007;1458.949951
30.07.2007;1473.910034
31.07.2007;1455.270020
1.08.2007;1465.810059
2.08.2007;1472.199951
3.08.2007;1433.060059
6.08.2007;1467.670044
7.08.2007;1476.709961
8.08.2007;1497.489990
9.08.2007;1453.089966
10.08.2007;1453.640015
13.08.2007;1452.920044
14.08.2007;1426.540039
15.08.2007;1406.699951
16.08.2007;1411.270020
17.08.2007;1445.939941
20.08.2007;1445.550049
21.08.2007;1447.119995
22.08.2007;1464.069946
23.08.2007;1462.500000
24.08.2007;1479.369995
27.08.2007;1466.790039
28.08.2007;1432.359985
29.08.2007;1463.760010
30.08.2007;1457.640015
31.08.2007;1473.989990
4.09.2007;1489.420044
5.09.2007;1472.290039
6.09.2007;1478.550049
7.09.2007;1453.550049
10.09.2007;1451.699951
11.09.2007;1471.489990
12.09.2007;1471.560059
13.09.2007;1483.949951
14.09.2007;1484.250000
17.09.2007;1476.650024
18.09.2007;1519.780029
19.09.2007;1529.030029
20.09.2007;1518.750000
21.09.2007;1525.750000
24.09.2007;1517.729980
25.09.2007;1517.209961
26.09.2007;1525.420044
27.09.2007;1531.380005
28.09.2007;1526.750000
1.10.2007;1547.040039
2.10.2007;1546.630005
3.10.2007;1539.589966
4.10.2007;1542.839966
5.10.2007;1557.589966
8.10.2007;1552.579956
9.10.2007;1565.150024
10.10.2007;1562.469971
11.10.2007;1554.410034
12.10.2007;1561.800049
15.10.2007;1548.709961
16.10.2007;1538.530029
17.10.2007;1541.239990
18.10.2007;1540.079956
19.10.2007;1500.630005
22.10.2007;1506.329956
23.10.2007;1519.589966
24.10.2007;1515.880005
25.10.2007;1514.400024
26.10.2007;1535.280029
29.10.2007;1540.979980
30.10.2007;1531.020020
31.10.2007;1549.380005
1.11.2007;1508.439941
2.11.2007;1509.650024
5.11.2007;1502.170044
6.11.2007;1520.270020
7.11.2007;1475.619995
8.11.2007;1474.770020
9.11.2007;1453.699951
12.11.2007;1439.180054
13.11.2007;1481.050049
14.11.2007;1470.579956
15.11.2007;1451.150024
16.11.2007;1458.739990
19.11.2007;1433.270020
20.11.2007;1439.699951
21.11.2007;1416.770020
23.11.2007;1440.699951
26.11.2007;1407.219971
27.11.2007;1428.229980
28.11.2007;1469.020020
29.11.2007;1469.719971
30.11.2007;1481.140015
3.12.2007;1472.420044
4.12.2007;1462.790039
5.12.2007;1485.010010
6.12.2007;1507.339966
7.12.2007;1504.660034
10.12.2007;1515.959961
11.12.2007;1477.650024
12.12.2007;1486.589966
13.12.2007;1488.410034
14.12.2007;1467.949951
17.12.2007;1445.900024
18.12.2007;1454.979980
19.12.2007;1453.000000
20.12.2007;1460.119995
21.12.2007;1484.459961
24.12.2007;1496.449951
26.12.2007;1497.660034
27.12.2007;1476.270020
28.12.2007;1478.489990
31.12.2007;1468.359985
2.01.2008;1447.160034
3.01.2008;1447.160034
4.01.2008;1411.630005
7.01.2008;1416.180054
8.01.2008;1390.189941
9.01.2008;1409.130005
10.01.2008;1420.329956
11.01.2008;1401.020020
14.01.2008;1416.250000
15.01.2008;1380.949951
16.01.2008;1373.199951
17.01.2008;1333.250000
18.01.2008;1325.189941
22.01.2008;1310.500000
23.01.2008;1338.599976
24.01.2008;1352.069946
25.01.2008;1330.609985
28.01.2008;1353.959961
29.01.2008;1362.300049
30.01.2008;1355.810059
31.01.2008;1378.550049
1.02.2008;1395.420044
4.02.2008;1380.819946
5.02.2008;1336.640015
6.02.2008;1326.449951
7.02.2008;1336.910034
8.02.2008;1331.290039
11.02.2008;1339.130005
12.02.2008;1348.859985
13.02.2008;1367.209961
14.02.2008;1348.859985
15.02.2008;1349.989990
19.02.2008;1348.780029
20.02.2008;1360.030029
21.02.2008;1342.530029
22.02.2008;1353.109985
25.02.2008;1371.800049
26.02.2008;1381.290039
27.02.2008;1380.020020
28.02.2008;1367.680054
29.02.2008;1330.630005
3.03.2008;1331.339966
4.03.2008;1326.750000
5.03.2008;1333.699951
6.03.2008;1304.339966
7.03.2008;1293.369995
10.03.2008;1273.369995
11.03.2008;1320.650024
12.03.2008;1308.770020
13.03.2008;1315.479980
14.03.2008;1288.140015
17.03.2008;1276.599976
18.03.2008;1330.739990
19.03.2008;1298.420044
20.03.2008;1329.510010
24.03.2008;1349.880005
25.03.2008;1352.989990
26.03.2008;1341.130005
27.03.2008;1325.760010
28.03.2008;1315.219971
31.03.2008;1322.699951
1.04.2008;1370.180054
2.04.2008;1367.530029
3.04.2008;1369.310059
4.04.2008;1370.400024
7.04.2008;1372.540039
8.04.2008;1365.540039
9.04.2008;1354.489990
10.04.2008;1360.550049
11.04.2008;1332.829956
14.04.2008;1328.319946
15.04.2008;1334.430054
16.04.2008;1364.709961
17.04.2008;1365.560059
18.04.2008;1390.329956
21.04.2008;1388.170044
22.04.2008;1375.939941
23.04.2008;1379.930054
24.04.2008;1388.819946
25.04.2008;1397.839966
28.04.2008;1396.369995
29.04.2008;1390.939941
30.04.2008;1385.589966
1.05.2008;1409.339966
2.05.2008;1413.900024
5.05.2008;1407.489990
6.05.2008;1418.260010
7.05.2008;1392.569946
8.05.2008;1397.680054
9.05.2008;1388.280029
12.05.2008;1403.579956
13.05.2008;1403.040039
14.05.2008;1408.660034
15.05.2008;1423.569946
16.05.2008;1425.349976
19.05.2008;1426.630005
20.05.2008;1413.400024
21.05.2008;1390.709961
22.05.2008;1394.349976
23.05.2008;1375.930054
27.05.2008;1385.349976
28.05.2008;1390.839966
29.05.2008;1398.260010
30.05.2008;1400.380005
2.06.2008;1385.670044
3.06.2008;1377.650024
4.06.2008;1377.199951
5.06.2008;1404.050049
6.06.2008;1360.680054
9.06.2008;1361.760010
10.06.2008;1358.439941
11.06.2008;1335.489990
12.06.2008;1339.869995
13.06.2008;1360.030029
16.06.2008;1360.140015
17.06.2008;1350.930054
18.06.2008;1337.810059
19.06.2008;1342.829956
20.06.2008;1317.930054
23.06.2008;1318.000000
24.06.2008;1314.290039
25.06.2008;1321.969971
26.06.2008;1283.150024
27.06.2008;1278.380005
30.06.2008;1280.000000
1.07.2008;1284.910034
2.07.2008;1261.520020
3.07.2008;1262.900024
7.07.2008;1252.310059
8.07.2008;1273.699951
9.07.2008;1244.689941
10.07.2008;1253.390015
11.07.2008;1239.489990
14.07.2008;1228.300049
15.07.2008;1214.910034
16.07.2008;1245.359985
17.07.2008;1260.319946
18.07.2008;1260.680054
21.07.2008;1260.000000
22.07.2008;1277.000000
23.07.2008;1282.189941
24.07.2008;1252.540039
25.07.2008;1257.760010
28.07.2008;1234.369995
29.07.2008;1263.199951
30.07.2008;1284.260010
31.07.2008;1267.380005
1.08.2008;1260.310059
4.08.2008;1249.010010
5.08.2008;1284.880005
6.08.2008;1289.189941
7.08.2008;1266.069946
8.08.2008;1296.319946
11.08.2008;1305.319946
12.08.2008;1289.589966
13.08.2008;1285.829956
14.08.2008;1292.930054
15.08.2008;1298.199951
18.08.2008;1278.599976
19.08.2008;1266.689941
20.08.2008;1274.540039
21.08.2008;1277.719971
22.08.2008;1292.199951
25.08.2008;1266.839966
26.08.2008;1271.510010
27.08.2008;1281.660034
28.08.2008;1300.680054
29.08.2008;1282.829956
2.09.2008;1277.579956
3.09.2008;1274.979980
4.09.2008;1236.829956
5.09.2008;1242.310059
8.09.2008;1267.790039
9.09.2008;1224.510010
10.09.2008;1232.040039
11.09.2008;1249.050049
12.09.2008;1251.699951
15.09.2008;1192.699951
16.09.2008;1213.599976
17.09.2008;1156.390015
18.09.2008;1206.510010
19.09.2008;1255.079956
22.09.2008;1207.089966
23.09.2008;1188.219971
24.09.2008;1185.869995
25.09.2008;1209.180054
26.09.2008;1213.270020
29.09.2008;1106.420044
30.09.2008;1166.359985
1.10.2008;1161.060059
2.10.2008;1114.280029
3.10.2008;1099.229980
6.10.2008;1056.890015
7.10.2008;996.229980
8.10.2008;984.940002
9.10.2008;909.919983
10.10.2008;899.219971
13.10.2008;1003.349976
14.10.2008;998.010010
15.10.2008;907.840027
16.10.2008;946.429993
17.10.2008;940.549988
20.10.2008;985.400024
21.10.2008;955.049988
22.10.2008;896.780029
23.10.2008;908.109985
24.10.2008;876.770020
27.10.2008;848.919983
28.10.2008;940.510010
29.10.2008;930.090027
30.10.2008;954.090027
31.10.2008;968.750000
3.11.2008;966.299988
4.11.2008;1005.750000
5.11.2008;952.770020
6.11.2008;904.880005
7.11.2008;930.989990
10.11.2008;919.210022
11.11.2008;898.950012
12.11.2008;852.299988
13.11.2008;911.289978
14.11.2008;873.289978
17.11.2008;850.750000
18.11.2008;859.119995
19.11.2008;806.580017
20.11.2008;752.440002
21.11.2008;800.030029
24.11.2008;851.809998
25.11.2008;857.390015
26.11.2008;887.679993
28.11.2008;896.239990
1.12.2008;816.210022
2.12.2008;848.809998
3.12.2008;870.739990
4.12.2008;845.219971
5.12.2008;876.070007
8.12.2008;909.700012
9.12.2008;888.669983
10.12.2008;899.239990
11.12.2008;873.590027
12.12.2008;879.729980
15.12.2008;868.570007
16.12.2008;913.179993
17.12.2008;904.419983
18.12.2008;885.280029
19.12.2008;887.880005
22.12.2008;871.630005
23.12.2008;863.159973
24.12.2008;868.150024
26.12.2008;872.799988
29.12.2008;869.419983
30.12.2008;890.640015
31.12.2008;903.250000
2.01.2009;931.799988
5.01.2009;927.450012
6.01.2009;934.700012
7.01.2009;906.650024
8.01.2009;909.729980
9.01.2009;890.349976
12.01.2009;870.260010
13.01.2009;871.789978
14.01.2009;842.619995
15.01.2009;843.739990
16.01.2009;850.119995
20.01.2009;805.219971
21.01.2009;840.239990
22.01.2009;827.500000
23.01.2009;831.950012
26.01.2009;836.570007
27.01.2009;845.710022
28.01.2009;874.090027
29.01.2009;845.140015
30.01.2009;825.880005
2.02.2009;825.440002
3.02.2009;838.510010
4.02.2009;832.229980
5.02.2009;845.849976
6.02.2009;868.599976
9.02.2009;869.890015
10.02.2009;827.159973
11.02.2009;833.739990
12.02.2009;835.190002
13.02.2009;826.840027
17.02.2009;789.169983
18.02.2009;788.419983
19.02.2009;778.940002
20.02.2009;770.049988
23.02.2009;743.330017
24.02.2009;773.140015
25.02.2009;764.900024
26.02.2009;752.830017
27.02.2009;735.090027
2.03.2009;700.820007
3.03.2009;696.330017
4.03.2009;712.869995
5.03.2009;682.549988
6.03.2009;683.380005
9.03.2009;676.530029
10.03.2009;719.599976
11.03.2009;721.359985
12.03.2009;750.739990
13.03.2009;756.549988
16.03.2009;753.890015
17.03.2009;778.119995
18.03.2009;794.349976
19.03.2009;784.039978
20.03.2009;768.539978
23.03.2009;822.919983
24.03.2009;806.119995
25.03.2009;813.880005
26.03.2009;832.859985
27.03.2009;815.940002
30.03.2009;787.530029
31.03.2009;797.869995
1.04.2009;811.080017
2.04.2009;834.380005
3.04.2009;842.500000
6.04.2009;835.479980
7.04.2009;815.549988
8.04.2009;825.159973
9.04.2009;856.559998
13.04.2009;858.729980
14.04.2009;841.500000
15.04.2009;852.059998
16.04.2009;865.299988
17.04.2009;869.599976
20.04.2009;832.390015
21.04.2009;850.080017
22.04.2009;843.549988
23.04.2009;851.919983
24.04.2009;866.229980
27.04.2009;857.510010
28.04.2009;855.159973
29.04.2009;873.640015
30.04.2009;872.809998
1.05.2009;877.520020
4.05.2009;907.239990
5.05.2009;903.799988
6.05.2009;919.530029
7.05.2009;907.390015
8.05.2009;929.229980
11.05.2009;909.239990
12.05.2009;908.349976
13.05.2009;883.919983
14.05.2009;893.070007
15.05.2009;882.880005
18.05.2009;909.710022
19.05.2009;908.130005
20.05.2009;903.469971
21.05.2009;888.330017
22.05.2009;887.000000
26.05.2009;910.330017
27.05.2009;893.059998
28.05.2009;906.830017
29.05.2009;919.140015
1.06.2009;942.869995
2.06.2009;944.739990
3.06.2009;931.760010
4.06.2009;942.460022
5.06.2009;940.090027
8.06.2009;939.140015
9.06.2009;942.429993
10.06.2009;939.150024
11.06.2009;944.890015
12.06.2009;946.210022
15.06.2009;923.719971
16.06.2009;911.969971
17.06.2009;910.710022
18.06.2009;918.369995
19.06.2009;921.229980
22.06.2009;893.039978
23.06.2009;895.099976
24.06.2009;900.940002
25.06.2009;920.260010
26.06.2009;918.900024
29.06.2009;927.229980
30.06.2009;919.320007
1.07.2009;923.330017
2.07.2009;896.419983
6.07.2009;898.719971
7.07.2009;881.030029
8.07.2009;879.559998
9.07.2009;882.679993
10.07.2009;879.130005
13.07.2009;901.049988
14.07.2009;905.840027
15.07.2009;932.679993
16.07.2009;940.739990
17.07.2009;940.380005
20.07.2009;951.130005
21.07.2009;954.580017
22.07.2009;954.070007
23.07.2009;976.289978
24.07.2009;979.260010
27.07.2009;982.179993
28.07.2009;979.619995
29.07.2009;975.150024
30.07.2009;986.750000
31.07.2009;987.479980
3.08.2009;1002.630005
4.08.2009;1005.650024
5.08.2009;1002.719971
6.08.2009;997.080017
7.08.2009;1010.479980
10.08.2009;1007.099976
11.08.2009;994.349976
12.08.2009;1005.809998
13.08.2009;1012.729980
14.08.2009;1004.090027
17.08.2009;979.729980
18.08.2009;989.669983
19.08.2009;996.460022
20.08.2009;1007.369995
21.08.2009;1026.130005
24.08.2009;1025.569946
25.08.2009;1028.000000
26.08.2009;1028.119995
27.08.2009;1030.979980
28.08.2009;1028.930054
31.08.2009;1020.619995
1.09.2009;998.039978
2.09.2009;994.750000
3.09.2009;1003.239990
4.09.2009;1016.400024
8.09.2009;1025.390015
9.09.2009;1033.369995
10.09.2009;1044.140015
11.09.2009;1042.729980
14.09.2009;1049.339966
15.09.2009;1052.630005
16.09.2009;1068.760010
17.09.2009;1065.489990
18.09.2009;1068.300049
21.09.2009;1064.660034
22.09.2009;1071.660034
23.09.2009;1060.869995
24.09.2009;1050.780029
25.09.2009;1044.380005
28.09.2009;1062.979980
29.09.2009;1060.609985
30.09.2009;1057.079956
1.10.2009;1029.849976
2.10.2009;1025.209961
5.10.2009;1040.459961
6.10.2009;1054.719971
7.10.2009;1057.579956
8.10.2009;1065.479980
9.10.2009;1071.489990
12.10.2009;1076.189941
13.10.2009;1073.189941
14.10.2009;1092.020020
15.10.2009;1096.560059
16.10.2009;1087.680054
19.10.2009;1097.910034
20.10.2009;1091.060059
21.10.2009;1081.400024
22.10.2009;1092.910034
23.10.2009;1079.599976
26.10.2009;1066.949951
27.10.2009;1063.410034
28.10.2009;1042.630005
29.10.2009;1066.109985
30.10.2009;1036.189941
2.11.2009;1042.880005
3.11.2009;1045.410034
4.11.2009;1046.500000
5.11.2009;1066.630005
6.11.2009;1069.300049
9.11.2009;1093.079956
10.11.2009;1093.010010
11.11.2009;1098.510010
12.11.2009;1087.239990
13.11.2009;1093.479980
16.11.2009;1109.300049
17.11.2009;1110.319946
18.11.2009;1109.800049
19.11.2009;1094.900024
20.11.2009;1091.380005
23.11.2009;1106.239990
24.11.2009;1105.650024
25.11.2009;1110.630005
27.11.2009;1091.489990
30.11.2009;1095.630005
1.12.2009;1108.859985
2.12.2009;1109.239990
3.12.2009;1099.920044
4.12.2009;1105.979980
7.12.2009;1103.250000
8.12.2009;1091.939941
9.12.2009;1095.949951
10.12.2009;1102.349976
11.12.2009;1106.410034
14.12.2009;1114.109985
15.12.2009;1107.930054
16.12.2009;1109.180054
17.12.2009;1096.079956
18.12.2009;1102.469971
21.12.2009;1114.050049
22.12.2009;1118.020020
23.12.2009;1120.589966
24.12.2009;1126.479980
28.12.2009;1127.780029
29.12.2009;1126.199951
30.12.2009;1126.420044
31.12.2009;1115.099976
4.01.2010;1132.989990
5.01.2010;1136.520020
6.01.2010;1137.140015
7.01.2010;1141.689941
8.01.2010;1144.979980
11.01.2010;1146.979980
12.01.2010;1136.219971
13.01.2010;1145.680054
14.01.2010;1148.459961
15.01.2010;1136.030029
19.01.2010;1150.229980
20.01.2010;1138.040039
21.01.2010;1116.479980
22.01.2010;1091.760010
25.01.2010;1096.780029
26.01.2010;1092.170044
27.01.2010;1097.500000
28.01.2010;1084.530029
29.01.2010;1073.869995
1.02.2010;1089.189941
2.02.2010;1103.319946
3.02.2010;1097.280029
